feature,hip_flexion_right_mean,hip_flexion_right_median,hip_flexion_right_std,hip_flexion_right_variance,hip_flexion_right_maximum,hip_flexion_right_minimum,hip_flexion_right_rom,hip_flexion_right_time_to_peak,hip_flexion_left_mean,hip_flexion_left_median,hip_flexion_left_std,hip_flexion_left_variance,hip_flexion_left_maximum,hip_flexion_left_minimum,hip_flexion_left_rom,hip_flexion_left_time_to_peak,knee_flexion_right_mean,knee_flexion_right_median,knee_flexion_right_std,knee_flexion_right_variance,knee_flexion_right_maximum,knee_flexion_right_minimum,knee_flexion_right_rom,knee_flexion_right_time_to_peak,knee_flexion_left_mean,knee_flexion_left_median,knee_flexion_left_std,knee_flexion_left_variance,knee_flexion_left_maximum,knee_flexion_left_minimum,knee_flexion_left_rom,knee_flexion_left_time_to_peak,ankle_angle_right_mean,ankle_angle_right_median,ankle_angle_right_std,ankle_angle_right_variance,ankle_angle_right_maximum,ankle_angle_right_minimum,ankle_angle_right_rom,ankle_angle_right_time_to_peak,ankle_angle_left_mean,ankle_angle_left_median,ankle_angle_left_std,ankle_angle_left_variance,ankle_angle_left_maximum,ankle_angle_left_minimum,ankle_angle_left_rom,ankle_angle_left_time_to_peak,hip_flexion_rom_absolute_difference,hip_flexion_rom_percent_difference,hip_flexion_rom_symmetry_index,knee_flexion_rom_absolute_difference,knee_flexion_rom_percent_difference,knee_flexion_rom_symmetry_index,ankle_angle_rom_absolute_difference,ankle_angle_rom_percent_difference,ankle_angle_rom_symmetry_index
knee_flexion_left_variance,-0.0728469294,-0.07481250143,0.6724887567,0.6596691139,0.3825182679,-0.4660386258,0.567570008,0.06359737913,-0.06423647038,-0.05786305902,0.6803395243,0.6729278088,0.4148955105,-0.4451060424,0.5726888707,0.1292466404,0.1848367623,0.05200168376,0.9711304933,0.9720324985,0.7088976151,-0.4352748714,0.7568716074,0.07430074872,0.2151345187,0.07136769331,0.9948118779,1,0.700301361,-0.4218563295,0.7435596515,0.06682570983,-0.03380479225,-0.0005140683255,0.5257192367,0.4976887312,0.2570567071,-0.3380463723,0.4727398672,0.05690801459,0.04995677355,0.02360683453,0.4546119261,0.4388314717,0.1839602119,-0.2710764555,0.4011654209,0.1061492666,-0.05648741952,-0.2431190342,0.1060359971,-0.2181047449,-0.3308119603,0.05805763807,-0.2400740975,-0.2599086683,-0.2019581834
knee_flexion_left_maximum,0.06907211388,0.06850544615,0.4231622638,0.4181616936,0.4526471139,-0.2551617559,0.4603771717,-0.2213256276,0.08288386813,0.08911151752,0.4327708481,0.4285520633,0.4882155474,-0.2404510408,0.4723305556,-0.1450830181,0.3013521425,0.1643523991,0.6787267023,0.6830007375,0.9716450886,-0.2930391022,0.9396096005,-0.1857656274,0.3466441792,0.1971407582,0.6946272711,0.700301361,1,-0.253051477,0.9568841603,-0.1767937032,0.0734949769,0.1886030382,0.425751239,0.4208216348,0.3824850927,-0.1771682765,0.3996601919,-0.06250429196,0.1433658963,0.22588515,0.3844034083,0.3820868127,0.3241802026,-0.126388289,0.373061072,-0.08003178979,-0.08926220113,-0.2330042747,0.148948787,-0.1404032202,-0.2872237654,0.1943302762,-0.2117375392,-0.2266214713,-0.1284296189
knee_flexion_left_minimum,0.2259967158,0.231110918,-0.5298591373,-0.4759025588,-0.309045037,0.5015744286,-0.5477029175,-0.1093678285,0.1642252774,0.192454023,-0.5554141019,-0.4932183097,-0.3851260589,0.4421557463,-0.5522201331,-0.1687321264,0.2266810691,0.2219192895,-0.4237643944,-0.4154633352,-0.2161660078,0.8734743983,-0.4694173731,-0.1579542609,0.1849644224,0.2048791143,-0.4248084456,-0.4218563295,-0.253051477,1,-0.5231567742,-0.1506003024,0.1871400159,0.186514441,-0.1682545536,-0.1654455477,-0.05330431018,0.3389437652,-0.3486589476,-0.165485452,0.0678320399,0.1270776244,-0.1391409526,-0.1386260053,-0.1519698622,0.3343268642,-0.4363178996,-0.1822028495,-0.01320401974,0.2439083579,-0.1525282665,0.2533945299,0.3371975209,-0.2983441776,0.04875529322,0.06299819842,-0.032196919
knee_flexion_left_rom,-0.007007521333,-0.009042200549,0.5318526956,0.5112476341,0.4915284937,-0.3753675316,0.569993037,-0.1621306142,0.02370572627,0.02071625943,0.547989639,0.5255995016,0.5457036992,-0.3445687784,0.5818791199,-0.07714428081,0.1974042318,0.07814981271,0.7251272532,0.7263999578,0.920831545,-0.5203938965,0.9686478945,-0.1162178633,0.2498274098,0.1121494982,0.7394476517,0.7435596515,0.9568841603,-0.5231567742,1,-0.1105223938,0.008555018367,0.1101423995,0.4255645237,0.4203786172,0.3529381792,-0.2578339622,0.4567456685,-0.005374846898,0.1059260813,0.1608299105,0.3803997878,0.3782044726,0.3312004881,-0.2117153024,0.4596331874,-0.01579568986,-0.07466734538,-0.2784867087,0.177005472,-0.199761889,-0.3542583747,0.2607624023,-0.2011595693,-0.2185472529,-0.1034677559
knee_flexion_left_time_to_peak,-0.3646920388,-0.432583988,0.001788180229,-0.01053376867,-0.1656762793,-0.03726327192,-0.07535912473,0.7646791611,-0.3434008077,-0.4151242089,0.02707166522,0.01243019137,-0.1165909602,-0.04068745643,-0.04299738096,0.7576436642,-0.4340702481,-0.403333747,0.05853486434,0.05877008571,-0.1823934644,-0.1864894023,-0.09858419464,0.971696351,-0.4273536962,-0.4042300075,0.06276325011,0.06682570983,-0.1767937032,-0.1506003024,-0.1105223938,1,-0.08416983518,-0.3158896637,-0.2025059958,-0.2002776295,0.05790726591,0.06408493006,-0.02424083503,0.7914485047,-0.001183511601,-0.2695844514,-0.2023433453,-0.191742651,0.09114638494,0.1284373274,-0.05094934827,0.8272161868,0.002771314123,-0.02912481153,0.1784999298,-0.006843411427,0.01210271248,-0.054756892,-0.2043846438,-0.1990315367,-0.03776816945
ankle_angle_right_mean,0.626231524,0.5504184679,-0.2676110872,-0.2553743828,0.09550742153,0.4874549786,-0.2887552495,-0.1599437089,0.6506387528,0.5540546539,-0.2448700127,-0.2332494618,0.1281252526,0.4903199941,-0.2697760368,-0.1433852324,0.6678119671,0.5844408469,-0.05502943176,-0.03702541536,0.07110781912,0.1893317937,0.0008638784686,-0.09511514511,0.6681337274,0.5859120597,-0.04892207352,-0.03380479225,0.0734949769,0.1871400159,0.008555018367,-0.08416983518,1,0.7034788021,-0.00239728433,-0.0009715097532,0.5368595315,0.5084756953,-0.1448838499,-0.07323968476,0.9068168755,0.6982050285,-0.03875124813,-0.04178570497,0.4399728304,0.5305467759,-0.1609406187,-0.04662271074,-0.02058608617,0.07542095688,0.06672023652,-0.0103116431,-0.009138605893,0.03913692278,-0.05188752441,-0.04247430256,0.02490426602
ankle_angle_right_median,0.6279164704,0.8119075513,-0.207530764,-0.1966341012,0.0741995102,0.3703519904,-0.2183800083,-0.2974291289,0.6531636741,0.8220000314,-0.1863394552,-0.1756489873,0.1086922458,0.3717545774,-0.1974141988,-0.307220217,0.7115624319,0.8832276523,-0.01881379258,-0.006003161302,0.1753887935,0.13974297,0.1075498324,-0.3208435758,0.7270822564,0.8850967014,-0.00955738694,-0.0005140683255,0.1886030382,0.186514441,0.1101423995,-0.3158896637,0.7034788021,1,0.2613925877,0.2761266622,0.3904019155,0.1575507213,0.09247351554,-0.23630897,0.6264103347,0.9679590204,0.2539004208,0.2578372067,0.2852307709,0.1669854987,0.0638491904,-0.2300520317,-0.03580750068,0.03297579455,0.1010636442,0.05378971664,0.02532926891,0.03473571256,-0.002903488379,-0.00726452484,-0.04450459278
ankle_angle_right_std,0.1877363217,0.1883314368,0.1522613608,0.134075322,0.09108910403,-0.06135405511,0.09977820075,-0.1192362089,0.2301261529,0.2223092262,0.1594145793,0.142490103,0.1336673771,-0.03441174303,0.1069639661,-0.1222611047,0.3761328441,0.314480624,0.5656502188,0.5566675449,0.4488273452,-0.2222570348,0.4620215459,-0.1866609021,0.3960871476,0.3174591073,0.5390835246,0.5257192367,0.425751239,-0.1682545536,0.4255645237,-0.2025059958,-0.00239728433,0.2613925877,1,0.9914356814,0.3857337461,-0.4817626897,0.6856087369,-0.1501187109,0.005163010158,0.2448296214,0.9160697548,0.9136949736,0.231666095,-0.3923904152,0.5536844098,-0.1036944602,-0.1385461413,-0.1584294711,0.06906759711,-0.01068365307,-0.1037720556,-0.06796252289,-0.3045233004,-0.3319907901,-0.3227138357
ankle_angle_right_variance,0.1723123491,0.1836678827,0.1078019216,0.09188820697,0.05637227588,-0.0387563129,0.06231015108,-0.1255270741,0.2164430283,0.2171350957,0.1164888219,0.1012754101,0.1030216238,-0.01120284776,0.07154152103,-0.1286282641,0.3656228588,0.31281533,0.5345077948,0.5308128835,0.444343036,-0.2224134806,0.4581711517,-0.187039835,0.3870531994,0.3135236711,0.5065675494,0.4976887312,0.4208216348,-0.1654455477,0.4203786172,-0.2002776295,-0.0009715097532,0.2761266622,0.9914356814,1,0.3830282764,-0.4524699562,0.6566420283,-0.1304166572,0.007575169332,0.2586572444,0.913657002,0.9252753986,0.2466768724,-0.3735879088,0.5475267453,-0.09254152308,-0.1337205703,-0.1481757974,0.07930300503,0.02509383549,-0.07191684204,-0.06945038009,-0.29751632,-0.3215231356,-0.286409698
ankle_angle_right_maximum,0.1851433358,0.122210283,-0.142500319,-0.1549683166,0.05942923737,0.2727244914,-0.1578670705,0.0459899357,0.2326412211,0.157198448,-0.1070285407,-0.1220400016,0.1397341067,0.2888634804,-0.1192864552,0.05526976259,0.2278720552,0.1880603331,0.2485956806,0.2628647242,0.3670650511,-0.1252311729,0.3596427414,0.0572997758,0.257164604,0.2081308982,0.2466516079,0.2570567071,0.3824850927,-0.05330431018,0.3529381792,0.05790726591,0.5368595315,0.3904019155,0.3857337461,0.3830282764,1,0.2142918317,0.4133122149,0.02910808184,0.5322253091,0.4139227165,0.283396333,0.2906686721,0.697663377,0.3170303739,0.2430480983,0.1213101668,-0.1847910058,-0.1564997653,0.2045918038,-0.0754469978,-0.1408947631,0.04444274766,-0.3584800789,-0.3651861065,-0.3038451613
ankle_angle_right_minimum,0.08355411028,-0.001351011465,-0.382007844,-0.3566841968,-0.1832625232,0.3912548559,-0.3916732154,-0.001671385638,0.07945893391,-0.009571321475,-0.3731860835,-0.3537483054,-0.1804100944,0.3735224,-0.3770674742,0.0008848368447,0.03342024194,-0.02682551395,-0.3553778892,-0.3411372577,-0.194524303,0.4243913253,-0.3059247843,0.0543412904,0.03044615436,-0.02337681825,-0.3482292662,-0.3380463723,-0.1771682765,0.3389437652,-0.2578339622,0.06408493006,0.5084756953,0.1575507213,-0.4817626897,-0.4524699562,0.2142918317,1,-0.800866664,0.03337930397,0.4316244431,0.1516535965,-0.4241982571,-0.4030604538,0.2205291461,0.8628452692,-0.6479773005,0.05235371559,-0.01370871692,0.08354014396,0.06386409705,0.02051209588,0.05780692741,0.1697187629,0.2114907507,0.2568082802,0.3872671964
ankle_angle_right_rom,0.03561561305,0.07618474925,0.2687603976,0.2375085947,0.2072808728,-0.1975424162,0.2683497761,0.02975387556,0.06855355823,0.1052988126,0.2822835592,0.2549594739,0.2538554079,-0.1711168399,0.2783868273,0.03306016942,0.1085490294,0.1403049146,0.4837097727,0.4791821393,0.4063864796,-0.4724143424,0.5056885982,-0.01552981143,0.1292804282,0.1493948424,0.4758536178,0.4727398672,0.3996601919,-0.3486589476,0.4567456685,-0.02424083503,-0.1448838499,0.09247351554,0.6856087369,0.6566420283,0.4133122149,-0.800866664,1,-0.01327198964,-0.07608076877,0.1123913321,0.5692030209,0.5539559548,0.2221394981,-0.6100173051,0.7530831893,0.0255668985,-0.1005126754,-0.1738275806,0.06589510538,-0.06537772632,-0.1402707084,-0.1309724182,-0.4169400617,-0.4632984997,-0.5473110638
ankle_angle_right_time_to_peak,-0.36416998,-0.3690761568,-0.02877384246,-0.03933864774,-0.1787890081,0.01014701176,-0.1172253902,0.5935272906,-0.3262724797,-0.344596225,-0.01373466977,-0.02923874967,-0.1211242241,0.03099501612,-0.09679316957,0.5996193046,-0.3905158654,-0.335985788,0.07049120147,0.07749956082,-0.05816286621,-0.2208962303,0.02056474408,0.7649942064,-0.3789485811,-0.3335011903,0.04844549547,0.05690801459,-0.06250429196,-0.165485452,-0.005374846898,0.7914485047,-0.07323968476,-0.23630897,-0.1501187109,-0.1304166572,0.02910808184,0.03337930397,-0.01327198964,1,0.02556094045,-0.1806464489,-0.1661677991,-0.140800346,0.1252163998,0.1196872896,-0.01605016499,0.8232474146,0.02668370047,-0.004728689147,0.1273800337,0.05278606048,0.04248984177,-0.08321259317,-0.2123904573,-0.2038270456,-0.01163861327
ankle_angle_left_mean,0.5051375066,0.4354740711,-0.2514517697,-0.2601297918,0.03444906882,0.4297552307,-0.2851837688,-0.05675053187,0.5466665574,0.4521639817,-0.2237779887,-0.2395707503,0.08736098193,0.4490347963,-0.2655579954,-0.02343230585,0.5731587018,0.5079027649,0.02791175491,0.04270358199,0.1214203136,0.04644169338,0.09065990998,-0.0149341346,0.604609086,0.52520742,0.03992843873,0.04995677355,0.1433658963,0.0678320399,0.1059260813,-0.001183511601,0.9068168755,0.6264103347,0.005163010158,0.007575169332,0.5322253091,0.4316244431,-0.07608076877,0.02556094045,1,0.7063800128,-0.01147153045,-0.01209292014,0.6222119189,0.5285775776,-0.01687680703,0.04820097243,-0.06526480643,0.004915881726,0.1098946831,-0.02346517386,-0.04334244416,0.09337217082,-0.1088473413,-0.09896288168,0.09831050015
ankle_angle_left_median,0.577953861,0.7574710227,-0.2126907154,-0.2128347584,0.05302217686,0.3627770971,-0.2260081415,-0.2524440605,0.6142070772,0.7714403676,-0.1851784096,-0.1879192796,0.1034903551,0.3727366383,-0.2013228014,-0.2548939826,0.6781183652,0.8495243215,0.005153547698,0.01508408896,0.1981190132,0.07202851396,0.1491357376,-0.2753821166,0.7098805677,0.8606096679,0.01786616813,0.02360683453,0.22588515,0.1270776244,0.1608299105,-0.2695844514,0.6982050285,0.9679590204,0.2448296214,0.2586572444,0.4139227165,0.1516535965,0.1123913321,-0.1806464489,0.7063800128,1,0.2472944794,0.2517314127,0.3845962494,0.1897368923,0.1197563838,-0.1758706255,-0.05114566039,0.006936806564,0.1348136629,0.03905504087,0.001913765597,0.08164727613,-0.02837761428,-0.03172928751,-0.006983787256
ankle_angle_left_std,0.1984025757,0.2002909168,0.07604925757,0.06359186703,0.04270890168,0.003266841731,0.02394566665,-0.1360784347,0.2247287328,0.2262240156,0.07122433835,0.05844364443,0.06592749223,0.02402686782,0.02358778672,-0.145816269,0.3607763505,0.3300619204,0.4662655441,0.4621586082,0.4062608182,-0.1578779857,0.4042549836,-0.1986616562,0.3683636622,0.3262528546,0.462811931,0.4546119261,0.3844034083,-0.1391409526,0.3803997878,-0.2023433453,-0.03875124813,0.2539004208,0.9160697548,0.913657002,0.283396333,-0.4241982571,0.5692030209,-0.1661677991,-0.01147153045,0.2472944794,1,0.9928041748,0.2848789808,-0.4236590509,0.6249214491,-0.1010720195,-0.09139892832,-0.09471550282,0.02542056086,0.05749774192,-0.02364143761,-0.02907262015,-0.272187665,-0.2928720358,-0.05888491175
ankle_angle_left_variance,0.1739297001,0.1845730734,0.04103990257,0.03030201371,0.007146433577,0.01295711911,-0.004840758423,-0.1316486398,0.2026585282,0.2104460407,0.03766409288,0.026149449,0.03484056906,0.03435369608,-0.002941949498,-0.140238397,0.3441004826,0.3169680618,0.4499317192,0.4496804315,0.404656529,-0.1614193006,0.4040002457,-0.1893076277,0.3530847359,0.3112148603,0.4438141767,0.4388314717,0.3820868127,-0.1386260053,0.3782044726,-0.191742651,-0.04178570497,0.2578372067,0.9136949736,0.9252753986,0.2906686721,-0.4030604538,0.5539559548,-0.140800346,-0.01209292014,0.2517314127,0.9928041748,1,0.2959309718,-0.4014160655,0.6124051156,-0.08119908234,-0.09996505972,-0.09874082617,0.0364539879,0.07670003009,-0.007980785663,-0.03276879618,-0.2768478963,-0.2947728154,-0.05211947208
ankle_angle_left_maximum,0.08184991453,0.06529129338,-0.2362894727,-0.2722050336,-0.1094268583,0.2794706883,-0.2665572305,0.0462865238,0.132270275,0.1015712551,-0.2074688184,-0.2528197606,-0.04660281776,0.3127274254,-0.2512468433,0.08682830443,0.1110150497,0.1501861482,0.1445642643,0.166117754,0.2902385533,-0.2197369605,0.3232572057,0.07915289849,0.141849955,0.1721045422,0.1657500268,0.1839602119,0.3241802026,-0.1519698622,0.3312004881,0.09114638494,0.4399728304,0.2852307709,0.231666095,0.2466768724,0.697663377,0.2205291461,0.2221394981,0.1252163998,0.6222119189,0.3845962494,0.2848789808,0.2959309718,1,0.3452548503,0.4521221967,0.1644840713,-0.1244274189,-0.0860068743,0.1043388717,0.02736023281,-0.03012935713,0.09288209588,-0.3049825653,-0.3026778074,0.2381915943
ankle_angle_left_minimum,0.07778022953,0.006635304435,-0.3676538574,-0.3622032456,-0.2119821028,0.3810502462,-0.402066607,0.09482379084,0.1005293842,0.01325056978,-0.3491047351,-0.3516251883,-0.1834303786,0.3816725594,-0.3847296192,0.1216747909,0.02781275257,-0.00922885495,-0.2792186395,-0.2745054751,-0.1502320435,0.3093793007,-0.2303462131,0.1164671527,0.03859649895,-0.002173220158,-0.2717691578,-0.2710764555,-0.126388289,0.3343268642,-0.2117153024,0.1284373274,0.5305467759,0.1669854987,-0.3923904152,-0.3735879088,0.3170303739,0.8628452692,-0.6100173051,0.1196872896,0.5285775776,0.1897368923,-0.4236590509,-0.4014160655,0.3452548503,1,-0.6810113332,0.134679339,-0.1042567498,-0.003438160883,0.0846305401,0.02191965804,0.05026678469,0.06376449109,0.09745261418,0.1314505652,0.05080504891
ankle_angle_left_rom,-0.01005858337,0.04463744599,0.1650519067,0.1318484981,0.1160866792,-0.144091592,0.1741412187,-0.05400511405,0.007661244229,0.06665780686,0.1699102325,0.1369205303,0.1379697507,-0.118734423,0.1696101493,-0.04789144265,0.06018648694,0.1259540174,0.3781649866,0.3905027489,0.369239085,-0.4654831817,0.4711421902,-0.04893086523,0.07399662391,0.1363502202,0.3876152418,0.4011654209,0.373061072,-0.4363178996,0.4596331874,-0.05094934827,-0.1609406187,0.0638491904,0.5536844098,0.5475267453,0.2430480983,-0.6479773005,0.7530831893,-0.01605016499,-0.01687680703,0.1197563838,0.6249214491,0.6124051156,0.4521221967,-0.6810113332,1,0.0003400909454,0.002000631433,-0.0638393609,0.0009779415559,0.0005154832737,-0.07128186692,0.01186980506,-0.3305817145,-0.3610949711,0.1375643485
ankle_angle_left_time_to_peak,-0.3458683498,-0.3788754115,-0.006365951331,-0.01921771393,-0.1595266238,-0.01300826585,-0.08886748356,0.62231459,-0.3110279339,-0.3513636812,0.008939156093,-0.01011940661,-0.1042457296,0.002619342071,-0.06619014543,0.6299783088,-0.3735119006,-0.3328594124,0.1097787639,0.1135173285,-0.07279687284,-0.1956826709,-0.0002872828159,0.804624111,-0.3588089568,-0.3313499629,0.1014390977,0.1061492666,-0.08003178979,-0.1822028495,-0.01579568986,0.8272161868,-0.04662271074,-0.2300520317,-0.1036944602,-0.09254152308,0.1213101668,0.05235371559,0.0255668985,0.8232474146,0.04820097243,-0.1758706255,-0.1010720195,-0.08119908234,0.1644840713,0.134679339,0.0003400909454,1,-0.02596104373,-0.04678271895,0.1523532045,-0.004214954554,-0.01252318207,-0.04300919926,-0.2511734755,-0.2429047337,-0.04664749928
hip_flexion_rom_absolute_difference,0.09614851117,0.04760635421,0.05518676164,0.07631909643,0.1560347939,0.06641566998,0.04864461208,-0.001123842852,0.05846154921,0.01853067677,0.03691644148,0.06283895972,0.111078005,0.1005586954,-0.002999846402,-0.01859749421,-0.02568253586,-0.01159544258,-0.07349113804,-0.07346775778,-0.06944228387,0.04159538589,-0.07380563072,-0.006206842356,-0.040005219,-0.01583544257,-0.05766426936,-0.05648741952,-0.08926220113,-0.01320401974,-0.07466734538,0.002771314123,-0.02058608617,-0.03580750068,-0.1385461413,-0.1337205703,-0.1847910058,-0.01370871692,-0.1005126754,0.02668370047,-0.06526480643,-0.05114566039,-0.09139892832,-0.09996505972,-0.1244274189,-0.1042567498,0.002000631433,-0.02596104373,1,0.9126320505,-0.3253744688,0.104861215,0.1287334646,-0.0298841334,0.1685446524,0.1636686536,0.1588181482
hip_flexion_rom_percent_difference,0.1638295423,0.1018936809,-0.2366257267,-0.2018049308,-0.05048363859,0.3167204319,-0.2568509282,-0.03243200097,0.1159300517,0.06371139068,-0.2657051332,-0.2221063354,-0.1136662779,0.3415649682,-0.3131459577,-0.08523753382,0.04407173916,0.05672048092,-0.2540146011,-0.2458983084,-0.1954529063,0.2826783493,-0.2610813322,-0.03369526627,0.01119749005,0.04314179759,-0.2489754941,-0.2431190342,-0.2330042747,0.2439083579,-0.2784867087,-0.02912481153,0.07542095688,0.03297579455,-0.1584294711,-0.1481757974,-0.1564997653,0.08354014396,-0.1738275806,-0.004728689147,0.004915881726,0.006936806564,-0.09471550282,-0.09874082617,-0.0860068743,-0.003438160883,-0.0638393609,-0.04678271895,0.9126320505,1,-0.4263626583,0.176783032,0.2371946333,-0.1258267734,0.1081810002,0.1092037937,0.1828148815
hip_flexion_rom_symmetry_index,-0.09008054612,-0.04728680519,0.05281771698,0.0230107972,-0.007142252,-0.06732974515,0.04360613591,0.1227889045,-0.0418827716,-0.01294651078,0.1670194146,0.1348643008,0.1517260351,-0.1654578363,0.2113400504,0.1742626194,-0.03344225237,0.005134601111,0.04403793784,0.03395409398,0.07940292775,-0.1127179035,0.1053814612,0.1456081102,-0.0005160136852,0.01788106045,0.1161805845,0.1060359971,0.148948787,-0.1525282665,0.177005472,0.1784999298,0.06672023652,0.1010636442,0.06906759711,0.07930300503,0.2045918038,0.06386409705,0.06589510538,0.1273800337,0.1098946831,0.1348136629,0.02542056086,0.0364539879,0.1043388717,0.0846305401,0.0009779415559,0.1523532045,-0.3253744688,-0.4263626583,1,0.001756527112,-0.05226609328,0.3385466078,-0.05435664439,-0.05488815414,-0.09614391694
knee_flexion_rom_absolute_difference,0.01181421748,0.05052496209,-0.2266649678,-0.2166431257,-0.1618756709,0.1553173607,-0.2103136962,-0.002115759085,0.004569789981,0.04013548032,-0.2270826683,-0.2140659575,-0.1682937654,0.1368515314,-0.2012115107,-0.003550646864,0.002179229089,0.03981266655,-0.224619332,-0.211811799,-0.1133469254,0.1365072008,-0.1425719689,-0.01775751762,-0.02059213988,0.01804515633,-0.2236834038,-0.2181047449,-0.1404032202,0.2533945299,-0.199761889,-0.006843411427,-0.0103116431,0.05378971664,-0.01068365307,0.02509383549,-0.0754469978,0.02051209588,-0.06537772632,0.05278606048,-0.02346517386,0.03905504087,0.05749774192,0.07670003009,0.02736023281,0.02191965804,0.0005154832737,-0.004214954554,0.104861215,0.176783032,0.001756527112,1,0.9773594204,-0.266227297,0.07048851117,0.07792966888,0.09849814781
knee_flexion_rom_percent_difference,0.0177499389,0.05239436349,-0.3009030501,-0.2853348784,-0.2241351307,0.2110783852,-0.2883684927,0.01879887962,0.0005373759263,0.03393761356,-0.3068124756,-0.2870140983,-0.2472741338,0.1865957248,-0.2853381843,0.001247080016,-0.02910054865,0.0221052047,-0.3377384912,-0.3255455074,-0.2561841323,0.2218144011,-0.2943033183,0.001466592271,-0.06242346273,-0.004010024731,-0.3363057517,-0.3308119603,-0.2872237654,0.3371975209,-0.3542583747,0.01210271248,-0.009138605893,0.02532926891,-0.1037720556,-0.07191684204,-0.1408947631,0.05780692741,-0.1402707084,0.04248984177,-0.04334244416,0.001913765597,-0.02364143761,-0.007980785663,-0.03012935713,0.05026678469,-0.07128186692,-0.01252318207,0.1287334646,0.2371946333,-0.05226609328,0.9773594204,1,-0.3066033352,0.1123612991,0.1212140767,0.1201099384
knee_flexion_rom_symmetry_index,0.03544336454,-0.02671516266,0.09088843325,0.08377880294,0.1558178763,-0.08589224456,0.1570930443,-0.02144622326,0.037326015,-0.02695035111,0.1395687414,0.1239592077,0.2015074295,-0.1114335325,0.203622949,0.03795986439,-0.002440467193,-0.03296766199,-0.03230994951,-0.04553936483,0.01273414536,-0.01199385917,0.01494080785,-0.08158573574,0.06114455763,0.001414873282,0.06764918607,0.05805763807,0.1943302762,-0.2983441776,0.2607624023,-0.054756892,0.03913692278,0.03473571256,-0.06796252289,-0.06945038009,0.04444274766,0.1697187629,-0.1309724182,-0.08321259317,0.09337217082,0.08164727613,-0.02907262015,-0.03276879618,0.09288209588,0.06376449109,0.01186980506,-0.04300919926,-0.0298841334,-0.1258267734,0.3385466078,-0.266227297,-0.3066033352,1,0.07785034598,0.08148192578,0.2104007627
ankle_angle_rom_absolute_difference,0.04151587617,0.1244363043,0.04729264348,0.0508353447,0.04709949387,-0.07065169119,0.07934405403,-0.1434413852,0.03801918902,0.1096554376,0.03975109684,0.03838740189,0.03329693217,-0.05874015025,0.06233709441,-0.1224998495,-0.0400308761,0.0388236374,-0.232883343,-0.2382057241,-0.2312325458,0.08530626532,-0.228624,-0.2018008695,-0.02583146852,0.03500442218,-0.2354495666,-0.2400740975,-0.2117375392,0.04875529322,-0.2011595693,-0.2043846438,-0.05188752441,-0.002903488379,-0.3045233004,-0.29751632,-0.3584800789,0.2114907507,-0.4169400617,-0.2123904573,-0.1088473413,-0.02837761428,-0.272187665,-0.2768478963,-0.3049825653,0.09745261418,-0.3305817145,-0.2511734755,0.1685446524,0.1081810002,-0.05435664439,0.07048851117,0.1123612991,0.07785034598,1,0.9974339397,0.2207623071
ankle_angle_rom_percent_difference,0.03014841336,0.1130396266,0.03055064649,0.03555475837,0.02800498472,-0.06236879286,0.06169209686,-0.1417396038,0.0260541915,0.09787380978,0.02228835873,0.0222261646,0.01380351011,-0.05102606557,0.04482016211,-0.1224589024,-0.04924972031,0.02730786842,-0.2524453396,-0.2565156868,-0.245877972,0.1035937252,-0.2472547964,-0.1965212893,-0.03539603033,0.0233006901,-0.2561203375,-0.2599086683,-0.2266214713,0.06299819842,-0.2185472529,-0.1990315367,-0.04247430256,-0.00726452484,-0.3319907901,-0.3215231356,-0.3651861065,0.2568082802,-0.4632984997,-0.2038270456,-0.09896288168,-0.03172928751,-0.2928720358,-0.2947728154,-0.3026778074,0.1314505652,-0.3610949711,-0.2429047337,0.1636686536,0.1092037937,-0.05488815414,0.07792966888,0.1212140767,0.08148192578,0.9974339397,1,0.2520128633
ankle_angle_rom_symmetry_index,-0.0558417372,-0.04466307772,-0.1918378953,-0.1869960615,-0.1567630895,0.1161662826,-0.1792572157,-0.1200468199,-0.08179126494,-0.05977150729,-0.2057846446,-0.2066996372,-0.1978207309,0.1096168086,-0.2000555011,-0.11844062,-0.0790880625,-0.03901389941,-0.2469515986,-0.224116456,-0.1423961231,0.1179118268,-0.1618508705,-0.0483881935,-0.09231106593,-0.0400544768,-0.2240533411,-0.2019581834,-0.1284296189,-0.032196919,-0.1034677559,-0.03776816945,0.02490426602,-0.04450459278,-0.3227138357,-0.286409698,-0.3038451613,0.3872671964,-0.5473110638,-0.01163861327,0.09831050015,-0.006983787256,-0.05888491175,-0.05211947208,0.2381915943,0.05080504891,0.1375643485,-0.04664749928,0.1588181482,0.1828148815,-0.09614391694,0.09849814781,0.1201099384,0.2104007627,0.2207623071,0.2520128633,1
